source_id,date_raw,date_parsed,time,location,country,description,references
Magonia_564,2/20/1963,1963-02-20,1730,"Lecce, Italy",Italy,"A young man saw from a window ,a slowly spinning object, almost stationary, 500 m away. It appeared as a disk having a central upper dome, with a total diameter of 3 m. The object had a brilliant yellow red halo, but its dome was much more brilliant. The witness observed it through binoculars, reported seeing a ""particle"" leave the object, after which it stopped spinning, gained altitude with a vertical shifting, and left toward the northeast.",144 (Vallee)
Magonia_565,2/21/1963,1963-02-21,0230,"Belgrade, Montana",United States,A strange globe of fire hit a car driven by a civilian man. Several people called authorities to report that they had been awakened by a peculiar object.,Atic (Vallee)
Magonia_566,3/9/1963,1963-03-09,,"Crystal Lake, Montana",United States,"Amos Biggs observed a silver, saucer-shaped craft, with an oval dome, which landed on the frozen lake for 10 min. A ""door"" was opened and then shut, and the craft took off with a buzzing sound.","FS Jul., 64 (Vallee)"
Magonia_567,3/12/1963,1963-03-12,0532,"Colonia Yerua, Argentina",Argentina,After an intense rainfall Pablo Michalowski and Roberto Jorge Martinez observed and photographed a luminous object that rose from a forest preserve about 2 km from Colonia Yerua.,CODOVNI 1963 (Vallee)
Magonia_568,3/13/1963,1963-03-13,2230,"Richards Bay, South Africa",South Africa,"Fred White was fishing when he heard a high-pitched whine coming from the east and saw an object come in his direction and land 15 m away, scattering sand. It was at least 30 m in diameter, and was shaped like two plates glued together. Through several oval portholes he could see light inside. A man with a fair complexion, wearing a metallic helmet, looked at the witness. He wore a sky-blue, one-piece coverall with no visible buttons or fasteners, and gloves made of shiny mesh. Warm air was felt as the craft took off about six min later, and radio interference was noted.","FSR 63, 5 (Vallee)"
Magonia_569,5/7/1963,1963-05-07,evening,"Kirkby, Great Britain",United Kingdom,"Margaret McCutcheon and her 13-year-old son reported to the police that, after the house lights blacked out while watching television, they saw an object about 6 m in diameter, with two aerials and a red light flashing, emitting a low buzz, near the house. After one minute, it flew away.","FSR 63, 4 (Vallee)"
Magonia_570,5/15/1963,1963-05-15,,"Yvrac-Maille, France",France,"Mr. and Mrs. D., of Carignan, saw an object on the ground to the left of the road as they were driving between Bergerac and Bordeaux, beyond the Yvrac intersection, 2.5 km from Maille. They stopped to observe it, and the object then followed them for part of their trip.",LDLN 71 (Vallee)
Magonia_571,5/20/1963,1963-05-20,evening,"Glencoe, Australia",Australia,"A 17-year-old witness, who wishes anonymity for fear of ridicule, saw what he first thought was a bulldozer by the side of the road. He came within 20 m of it, then was blinded by a strong light as his car suddenly stopped. The object crossed the road and flew away. The light was as intense as that of a welder's torch. The witness's father testified that his son came home white and visibly terrified.","APRO Nov., 63 (Vallee)"
Magonia_572,6/4/1963,1963-06-04,,"Lyle, Minnesota",United States,"A multicolored object, the size of a light truck, was reported to have landed in the vicinity of Lyle. Police searched an area over 3 km wide on both sides of the Iowa-Minnesota border, with no results.",Personal (Vallee)
Magonia_573,6/28/1963,1963-06-28,2130,"Sandy Creek, Australia",Australia,"A fiery red object, 8 m wide 4 m high, with a concave top and flat bottom, was seen on the road by a Willaston resident who stopped his car 4 m away. The object rose, tipped to one side and flew away at fantastic speed.","141; FSR 64, 1 (Vallee)"
Magonia_574,7/15/1963,1963-07-15,,"Charlton, Great Britain",United Kingdom,A farmer discovered strange crater 2.5 m wide and 2.5 m deep. Vegetation around it was burned and there were four holes in the ground around the crater itself.,"FSR 63, 5; Magonia (Vallee)"
Magonia_575,7/22/1963,1963-07-22,2030,"Parr, Great Britain",United Kingdom,"William Holland, 12, and two other persons saw a hovering, silvery object with a flashing red light on top, at 20 m altitude. It had three ""legs"" and a periscope underneath that pointed at the witnesses. The object went up into a cloud of unusual color, which flew against the wind.","FSR 64, 3 (Vallee)"
Magonia_576,8/7/1963,1963-08-07,night,"Centralia, Illinois",United States,"Five persons observed a luminous source flying slowly over the railroad tracks. Direction of travel: west, then north. It appeared ready to land in a wooded area. Its luminosity was variable.",Atic (Vallee)
Magonia_577,8/8/1963,1963-08-08,2210,"Mount Vernon, Illinois",United States,"An oval, luminous object coming from the north dived toward Centralia Road, followed a car, flying around it. Then it went away toward the west, disappeared like a bulb turned off, and was seen again in the west flying very fast. It was observed by numerous people. Total duration: 15 min.",Atic (Vallee)
Magonia_578,8/13/1963,1963-08-13,,"Ellsworth, Maine",United States,An elliptical object with lights on its entire length and occasional flashes at both ends was seen at ground level for over one hour by an entire family.,Evidence 141 (Vallee)
Magonia_579,8/20/1963,1963-08-20,2132,"Rome, Italy",Italy,"In a wooded area near Rome, a man in a car observed an object resembling a plate turned upside down, with a central turret, flying low over his vehicle.",Atic (Vallee)
Magonia_580,8/28/1963,1963-08-28,1915,"Sagrada Famila, Brazil",Brazil,"Two brothers, F. and R. Eustagio, 11 and 9, saw a luminous sphere at treetop level. Through an opening they observed ""several rows of people inside"" and a thin, 3 m tall being, whho glided down to the ground along two vertical beams of light. He walked with a strange, swinging motion, then sat down. He wore a transparent helmet, had one eye in the middle of his forehead, wore high boots that left a triangular imprint, and carried a box emitting flashes. He made a threatening gesture and flew up to the sphere, which left. The chlldren somehow became convinced that the being was ""good"" and would return.",Humanoids 37; Magonia (Vallee)
Magonia_581,9/19/1963,1963-09-19,2000,"Saskatoon, Canada",Canada,"Four children saw a bright oval object hover in a field and drop something. Approaching the site, they were confronted with a 3 m tall man, dressed in ""a white monklike suit,"" who held out his hands and made unintelligible sounds. The children fled in panic, and one girl was admitted to the hospital in shock.",Personal (Vallee)
Magonia_582,10/1963,1963-10,0900,"Whidbey Island, Washington",United States,"A middle-aged woman, who had seen a strange craft hovering near her house the previous Jul., observed a gray-colored object, 3.5 m long, hovering less than 2 m above ground. Through the transparent front part she could see three figures. Suddenly one of the occupants was standing on the grass. He was clothed in ""asbestostextured coveralls"" and neither the face, nor the hands, nor the feet was visible. When she asked, ""What do you want?"" the answer, in English, was: ""One of our party knows you; we will return."" The object then decreased in size, tilted, partially sank into the ground, grew to its previous size, and departed to the east, producing steam, a flash, and a noise.","FSR 64, 6 (Vallee)"
Magonia_583,10/12/1963,1963-10-12,0330,"Monte Maiz, Argentina",Argentina,"E. Douglas, while driving a truck through,a violent rainstorm, had to stop when he encountered a large, blinding object, 35 m high, from which three giants, 3 m tall, wearing luminous clothes and strange helmets, emerged. Douglas fired at them, as a red beam burned him. He ran away and found shelter in Monte Maiz. He suffered burns similar to ultraviolet exposure. Footprints of large dimension were found at the site.",CODOVNI 1963; Austr; FSR 8; Magonia (Vallee)
